Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
3,1,0.0,0.5,0.7429906542056075,0.125,1,1,0.40625,0.36274653031409787,1
4,1,0.4,0.5,0.8037383177570093,0.125,2,0,0.34375,0.2914536157779401,1
0,1,0.2,1.0,0.32710280373831774,0.125,1,0,0.0,0.053323593864134405,1
1,1,0.2,1.0,0.6261682242990654,0.125,1,0,0.75,0.3617238860482104,1
2,1,0.4,0.5,0.3130841121495327,0.125,1,0,0.6875,0.05756026296566837,1
4,1,0.4,0.75,0.20093457943925233,0.125,0,0,0.984375,0.060482103725346965,1
3,1,0.2,1.0,0.3037383177570093,0.125,2,0,0.140625,0.14273192111029948,1
4,1,0.8,0.25,0.397196261682243,0.25,0,0,0.078125,0.2924762600438276,1
0,1,0.4,0.0,0.6822429906542056,0.125,0,1,0.71875,0.36347699050401755,1
1,1,0.2,0.5,0.2570093457943925,0.125,1,0,0.359375,0.020160701241782323,1
2,1,0.2,0.75,0.3317757009345794,0.125,2,1,0.765625,0.009788166544923302,1
4,1,0.2,0.25,0.7523364485981309,0.125,1,0,0.375,0.1947406866325785,1
3,1,0.2,0.25,0.5046728971962616,0.0,2,0,0.53125,0.15909422936449963,1
4,1,0.6,0.5,0.5747663551401869,0.125,1,1,0.0,0.14989043097151206,1
0,1,0.2,0.75,0.4953271028037383,0.125,2,1,0.421875,0.39532505478451424,1
1,0,0.4,1.0,0.2757009345794392,0.0,2,1,0.625,0.053469685902118334,1
2,0,0.2,0.5,0.40654205607476634,0.125,0,0,0.078125,0.3452154857560263,1
4,0,0.6,0.0,0.411214953271028,0.125,1,0,0.28125,0.2372534696859021,1
3,0,0.4,1.0,0.6261682242990654,0.0,1,0,0.578125,0.27596785975164356,1
4,0,0.4,0.25,0.20093457943925233,0.25,1,0,0.625,0.07450693937180423,1
0,0,0.4,0.75,0.7289719626168224,0.125,2,0,0.09375,0.21563184806428048,1
1,0,0.2,0.25,0.822429906542056,0.125,2,0,0.609375,0.4039444850255661,1
2,0,0.2,0.25,0.17757009345794392,0.125,1,0,0.296875,0.05697589481373265,1
4,0,0.2,1.0,0.3411214953271028,0.125,2,1,0.1875,0.13630387143900657,1
3,0,0.4,0.25,0.5514018691588785,0.0,1,1,0.75,0.3528122717311907,1
4,0,0.2,0.5,0.3130841121495327,0.125,2,0,1.0,0.08955441928414902,1
0,0,0.4,0.25,0.2523364485981308,0.125,1,0,0.734375,0.028049671292914535,1
1,0,0.6,1.0,0.5607476635514018,0.0,0,1,0.5,0.32154857560262967,1
2,0,0.6,0.25,0.09345794392523364,0.375,0,0,0.859375,0.018845872899926955,1
4,0,0.2,0.75,0.22429906542056074,0.0,1,0,0.5,0.1183345507669832,1
3,0,0.6,0.5,0.794392523364486,0.125,1,0,0.28125,0.22016070124178233,1
4,0,0.2,0.5,0.27102803738317754,0.25,2,0,0.953125,0.08984660336011688,1
0,0,0.4,0.5,0.7429906542056075,0.375,1,1,0.265625,0.38612125639152667,1
1,0,0.8,0.25,0.6214953271028038,0.125,2,1,0.1875,0.19298758217677137,1
2,0,0.0,0.0,0.07009345794392523,0.125,2,1,0.234375,0.1287070854638422,1
4,0,0.2,0.5,0.29906542056074764,0.0,2,0,0.484375,0.10474799123447773,1
3,0,0.2,0.0,0.411214953271028,0.0,1,0,0.46875,0.31994156318480643,1
4,2,0.4,0.75,0.5700934579439252,0.25,1,1,0.6875,0.3262235208181154,1
0,2,0.6,0.0,0.19158878504672897,0.0,1,1,0.796875,0.0016070124178232286,1
1,2,0.4,0.25,0.5046728971962616,0.125,2,1,0.203125,0.4131482834185537,1
2,2,0.8,0.0,0.04205607476635514,0.375,1,0,0.875,0.1143900657414171,1
4,2,0.2,0.0,0.7476635514018691,0.0,2,0,0.96875,0.2987582176771366,1
3,2,0.4,0.25,0.40186915887850466,0.0,2,0,0.828125,0.3301680058436815,1
4,2,0.2,0.75,0.7663551401869159,0.25,0,1,0.25,0.24324324324324326,1
0,2,0.4,0.25,0.32710280373831774,0.125,1,1,0.953125,0.13776479181884588,1
1,2,0.6,0.25,0.29906542056074764,0.25,2,1,0.65625,0.06983199415631848,1
2,2,0.4,0.25,0.6869158878504673,0.125,2,0,0.1875,0.27012417823228635,1
4,2,0.8,1.0,0.6728971962616822,0.25,2,1,0.953125,0.2043827611395179,1
3,2,0.8,0.0,0.6214953271028038,0.5,1,1,0.53125,0.3269539810080351,1
4,2,0.2,0.0,0.3177570093457944,0.0,1,1,0.015625,0.044265887509130755,1
0,2,0.2,0.75,0.6448598130841121,0.125,2,0,0.5625,0.16216216216216217,1
1,2,0.4,0.0,0.004672897196261682,0.0,0,1,0.21875,0.12198685171658144,1
2,2,0.4,0.5,0.7570093457943925,0.125,1,0,0.171875,0.14842951059167275,1
4,2,0.2,0.0,0.2383177570093458,0.0,2,1,0.796875,0.13630387143900657,1
3,2,0.4,0.5,0.3925233644859813,0.25,1,1,0.203125,0.10007304601899196,1
4,2,0.6,0.0,0.5420560747663551,0.125,1,0,0.15625,0.15661066471877283,1
0,2,0.2,0.75,0.4766355140186916,0.0,2,1,0.28125,0.2004382761139518,1
1,2,0.2,0.0,0.6682242990654206,0.125,1,0,0.96875,0.16844411979547114,1
2,2,0.4,0.5,0.2897196261682243,0.0,1,1,0.703125,0.054492330168005844,1
4,2,0.4,0.5,0.5700934579439252,0.125,0,0,0.875,0.337472607742878,1
3,2,0.4,0.75,0.2803738317757009,0.125,1,1,0.296875,0.0762600438276114,1
4,2,0.2,0.75,0.6495327102803738,0.125,1,1,0.796875,0.35734112490869246,1
0,2,0.4,1.0,0.3364485981308411,0.125,1,0,0.046875,0.05288531775018261,1
1,2,0.2,0.0,0.38317757009345793,0.125,0,0,0.546875,0.043243243243243246,1
2,2,0.4,0.25,0.8364485981308412,0.125,2,1,0.390625,0.21154127100073045,1
4,2,0.2,0.75,0.20093457943925233,0.0,1,1,0.6875,0.027903579254930606,1
3,2,0.0,1.0,0.6542056074766355,0.125,2,0,0.1875,0.17092768444119796,1
4,2,0.2,0.75,0.2757009345794392,0.0,1,0,0.5625,0.11380569758948138,1
0,2,0.2,0.5,0.3364485981308411,0.125,2,1,0.15625,0.0010226442658875091,1
1,2,0.4,0.0,0.2570093457943925,0.0,1,1,0.640625,0.053469685902118334,1
2,2,0.2,0.75,0.0794392523364486,0.25,1,0,0.859375,0.02235208181154127,1
4,2,0.4,0.5,0.17289719626168223,0.125,2,0,0.765625,0.1256391526661797,1
3,2,0.6,0.75,0.3130841121495327,0.25,2,1,0.875,0.08940832724616508,1
4,2,0.6,0.5,0.514018691588785,0.0,2,0,0.90625,0.33265157048940835,1
0,2,0.2,0.25,0.37850467289719625,0.0,2,0,0.34375,0.13557341124908692,1
1,2,0.2,0.25,0.514018691588785,0.0,1,1,0.03125,0.18407596785975164,1
2,2,0.6,0.0,0.43457943925233644,0.125,2,1,0.1875,0.3639152666179693,1
4,2,0.2,0.75,0.8130841121495327,0.0,1,1,0.59375,0.39284149013878744,1
3,2,0.4,0.0,0.6635514018691588,0.125,1,0,0.5,0.14784514243973704,1
4,2,0.6,0.0,0.21962616822429906,0.0,1,1,0.703125,0.056391526661796934,1
0,2,0.4,0.0,0.3598130841121495,0.0,2,1,0.8125,0.036523009495982466,1
1,2,0.2,1.0,0.17757009345794392,0.125,2,1,0.578125,0.02454346238130022,1
2,2,0.4,0.75,0.37383177570093457,0.125,0,1,0.515625,0.041197954711468227,1
4,2,0.4,0.5,0.29906542056074764,0.0,2,0,0.578125,0.14024835646457268,1
3,2,0.2,0.75,0.6261682242990654,0.125,0,0,0.328125,0.3718042366691015,1
4,2,0.4,1.0,0.38317757009345793,0.125,1,0,0.0625,0.0016070124178232286,1
0,2,0.2,0.25,0.7476635514018691,0.25,1,0,0.265625,0.24806428049671292,1
1,2,0.2,0.75,0.7476635514018691,0.25,1,1,0.15625,0.2964207450693937,1
2,2,0.2,0.25,0.5233644859813084,0.25,2,1,0.796875,0.2774287801314828,1
4,2,0.4,0.5,0.10747663551401869,0.125,1,0,0.609375,0.03389335281227173,1
3,2,0.2,0.5,0.08411214953271028,0.5,1,0,0.390625,0.12037983929875821,1
4,2,0.2,1.0,0.602803738317757,0.125,1,0,0.0,0.27216946676406134,1
0,2,0.4,1.0,0.2757009345794392,0.25,0,0,0.734375,0.14185536888239592,1
1,2,0.4,0.75,0.5934579439252337,0.125,2,0,0.78125,0.4227903579254931,1
2,2,0.6,0.5,0.45794392523364486,0.125,2,0,0.078125,0.2534696859021183,1
4,2,0.6,0.75,0.8644859813084113,0.25,2,0,0.609375,0.3476990504017531,1
3,2,0.4,0.0,0.16822429906542055,0.25,2,0,0.140625,0.04996347699050402,1
4,2,0.4,0.0,0.6214953271028038,0.125,2,0,0.8125,0.35383491599707817,1
0,2,0.4,0.25,0.7242990654205608,0.125,1,0,0.140625,0.3675675675675676,1
1,2,0.4,0.0,0.0794392523364486,0.125,1,0,0.921875,0.029072315558802044,1
2,2,0.6,1.0,0.6448598130841121,0.5,1,0,0.796875,0.23579254930606283,1
4,2,0.2,0.5,0.397196261682243,0.0,2,1,0.890625,0.3970781592403214,1
3,2,0.6,0.25,0.2850467289719626,0.0,1,1,0.484375,0.07246165084002922,1
4,2,0.2,0.0,0.2757009345794392,0.125,1,1,0.75,0.029510591672753834,1
0,2,0.2,0.75,0.5280373831775701,0.0,1,1,0.953125,0.2825420014609204,1
1,2,0.4,0.5,0.7850467289719626,0.125,1,0,0.59375,0.17706355003652302,1
2,2,0.2,0.0,0.8037383177570093,0.125,1,0,0.71875,0.21592403214024836,1
4,2,0.8,0.0,0.5981308411214953,0.125,2,1,0.984375,0.2489408327246165,1
3,2,0.4,0.75,0.5934579439252337,1.0,1,1,0.359375,0.3316289262235208,1
4,2,0.2,0.25,0.4439252336448598,0.125,0,0,0.640625,0.20058436815193573,1
0,2,0.4,0.0,0.411214953271028,0.125,0,0,0.71875,0.30387143900657415,1
1,2,0.8,1.0,0.3644859813084112,0.125,2,0,0.484375,0.1344046749452155,1
2,2,0.8,0.5,0.17757009345794392,0.75,0,0,0.171875,0.05405405405405406,1
4,2,0.4,0.0,0.1822429906542056,0.0,0,0,0.375,0.001168736303871439,1
3,2,0.6,0.75,0.6448598130841121,0.0,0,0,0.9375,0.30430971512052596,1
4,2,0.2,0.0,0.5560747663551402,0.5,0,1,0.0625,0.35514974433893354,1
0,2,0.6,0.75,0.4252336448598131,0.0,2,0,0.140625,0.3722425127830533,1
1,2,0.2,0.0,0.6635514018691588,0.0,2,0,0.765625,0.3560262965668371,1
2,2,0.4,0.25,0.8271028037383178,0.25,1,0,0.390625,0.32461650840029216,1
4,2,0.6,0.75,0.4485981308411215,0.125,2,1,0.703125,0.3956172388604821,1
3,2,0.2,1.0,0.8037383177570093,0.25,0,1,0.0625,0.35719503287070853,1
4,2,0.2,1.0,0.602803738317757,0.125,1,0,0.171875,0.2512783053323594,1
0,2,0.4,1.0,0.2757009345794392,0.25,0,0,0.828125,0.05945945945945946,1
1,2,0.4,0.25,0.5934579439252337,0.125,2,0,0.859375,0.3151205259313367,1
2,2,0.6,0.0,0.45794392523364486,0.125,2,0,0.484375,0.2924762600438276,1
4,2,0.6,0.75,0.8644859813084113,0.25,2,1,0.859375,0.3956172388604821,1
3,2,0.4,1.0,0.16822429906542055,0.25,2,0,0.421875,0.10430971512052593,1
4,2,0.4,0.0,0.6214953271028038,0.125,2,0,0.296875,0.27611395178962744,1
0,2,0.4,0.0,0.7242990654205608,0.125,1,0,0.5,0.21928414901387874,1
1,2,0.4,1.0,0.0794392523364486,0.125,1,0,0.796875,0.10810810810810811,1
2,1,0.6,0.25,0.6448598130841121,0.5,1,0,0.890625,0.21139517896274654,1
4,1,0.2,0.5,0.397196261682243,0.0,2,0,0.796875,0.32651570489408327,1
3,1,0.6,0.25,0.2850467289719626,0.0,1,1,0.890625,0.0953981008035062,1
4,1,0.2,0.5,0.2757009345794392,0.125,1,1,0.296875,0.12111029948867787,1
0,1,0.2,1.0,0.5280373831775701,0.0,1,1,0.5,0.23403944485025566,1
1,1,0.4,0.0,0.7850467289719626,0.125,1,1,0.1875,0.29422936449963477,1
2,1,0.2,0.25,0.8037383177570093,0.125,1,1,0.453125,0.27260774287801315,1
4,1,0.8,0.25,0.5981308411214953,0.125,2,0,0.390625,0.3281227173119065,1
3,1,0.4,0.5,0.5934579439252337,1.0,1,0,0.3125,0.28371073776479183,1
4,1,0.2,1.0,0.4439252336448598,0.125,0,0,0.25,0.18027757487216947,1
0,1,0.4,0.75,0.411214953271028,0.125,0,0,0.40625,0.433308984660336,1
1,1,0.8,0.75,0.3644859813084112,0.125,2,0,0.203125,0.09495982468955443,1
2,1,0.8,0.25,0.17757009345794392,0.75,0,1,0.640625,0.007742878013148284,1
4,1,0.4,1.0,0.1822429906542056,0.0,0,0,0.328125,0.028341855368882396,1
3,1,0.6,1.0,0.6448598130841121,0.0,0,1,0.765625,0.42556610664718775,1
4,1,0.2,0.0,0.5560747663551402,0.5,0,1,0.640625,0.39649379108838567,1
0,1,0.6,0.25,0.4252336448598131,0.0,2,0,0.4375,0.2720233747260774,1
1,1,0.2,0.25,0.6635514018691588,0.0,2,0,0.484375,0.3320672023374726,1
2,1,0.4,0.0,0.8271028037383178,0.25,1,0,0.828125,0.2352081811541271,1
4,1,0.6,1.0,0.4485981308411215,0.125,2,0,0.5625,0.17472607742878013,1
3,1,0.2,1.0,0.8037383177570093,0.25,0,1,0.28125,0.2764061358655953,1
4,1,0.2,0.75,0.3177570093457944,0.125,1,1,0.0625,0.05945945945945946,1
0,0,0.0,0.25,0.7429906542056075,0.125,1,1,0.90625,0.07494521548575603,1
1,0,0.4,0.75,0.2102803738317757,0.0,1,0,0.453125,0.018845872899926955,1
2,0,0.0,1.0,0.4953271028037383,0.125,1,1,0.765625,0.2317019722425128,1
4,0,0.4,0.75,0.8691588785046729,0.5,2,0,0.796875,0.2933528122717312,1
3,0,0.8,0.75,0.4392523364485981,0.125,1,1,0.09375,0.31760409057706357,1
4,0,0.4,0.25,0.4485981308411215,0.25,1,0,0.9375,0.183345507669832,1
0,0,0.2,0.75,0.3878504672897196,0.0,1,1,0.78125,0.005843681519357195,1
1,0,0.4,0.5,0.6635514018691588,0.0,2,1,0.65625,0.1751643535427319,1
2,0,0.2,0.25,0.397196261682243,0.25,1,0,0.265625,0.393718042366691,1
4,0,0.6,0.25,0.14953271028037382,0.375,2,0,0.6875,0.10314097881665449,1
3,0,0.6,0.0,0.883177570093458,0.375,1,1,0.78125,0.15514974433893353,1
4,0,0.6,1.0,0.8271028037383178,0.125,2,0,0.265625,0.20657414170927685,1
0,0,0.0,0.25,0.6822429906542056,0.5,1,0,0.96875,0.3130752373995617,1
1,0,0.2,0.75,0.6074766355140186,0.125,2,0,0.328125,0.3786705624543462,1
2,0,0.0,1.0,0.7429906542056075,0.25,1,0,0.546875,0.15953250547845144,1
4,0,0.6,0.0,0.4766355140186916,0.0,2,0,0.5625,0.2956902848794741,1
3,0,0.6,0.75,0.780373831775701,0.125,2,1,0.90625,0.43491599707815926,1
4,0,0.2,1.0,0.4205607476635514,0.0,1,0,0.59375,0.17472607742878013,1
0,0,0.6,0.25,0.7663551401869159,0.125,1,0,0.328125,0.2825420014609204,1
1,0,0.4,0.25,0.3317757009345794,0.0,1,0,0.0625,0.02454346238130022,1
2,0,0.4,0.5,0.5327102803738317,0.125,1,0,0.703125,0.19620160701241782,1
4,0,0.4,1.0,0.5607476635514018,0.125,1,0,0.296875,0.3722425127830533,1
3,2,0.2,0.25,0.8271028037383178,0.125,1,0,0.171875,0.16844411979547114,1
4,2,0.6,0.0,0.26635514018691586,0.0,1,0,0.84375,0.060336011687363036,1
0,2,0.2,0.25,0.40654205607476634,0.125,2,0,0.671875,0.4102264426588751,1
1,2,0.4,0.0,0.5981308411214953,0.125,2,0,0.546875,0.36493791088385685,1
2,2,0.6,0.0,0.34579439252336447,0.125,0,1,0.890625,0.09495982468955443,1
4,2,0.6,0.0,0.6588785046728972,0.25,1,1,0.5,0.23433162892622353,1
3,2,0.6,1.0,0.6448598130841121,0.5,2,0,0.921875,0.2106647187728269,1
4,2,0.2,0.25,0.7850467289719626,0.125,2,0,0.65625,0.35617238860482103,1
0,2,0.0,0.25,0.26635514018691586,0.125,1,0,0.84375,0.03973703433162892,1
1,2,0.4,0.5,0.616822429906542,0.25,1,1,0.9375,0.3772096420745069,1
2,2,0.2,1.0,0.7850467289719626,0.0,2,1,0.5,0.14901387874360847,1
4,2,0.4,0.5,0.7990654205607477,0.125,1,0,0.640625,0.19444850255661067,1
3,2,0.2,0.25,0.5467289719626168,0.0,1,1,0.328125,0.32826880934989044,1
4,2,0.4,0.0,0.397196261682243,0.125,2,1,0.578125,0.32972972972972975,1
0,2,0.8,0.75,0.5280373831775701,0.375,1,0,0.8125,0.31672753834915995,1
1,2,0.2,0.25,0.32242990654205606,0.125,1,0,0.28125,0.016070124178232285,1
2,2,0.2,0.75,0.3177570093457944,0.125,0,0,0.84375,0.04265887509130752,1
4,2,0.6,1.0,0.2102803738317757,0.0,2,1,0.203125,0.016508400292184075,1
3,2,0.2,0.25,0.3177570093457944,0.25,2,1,0.015625,0.10226442658875091,1
4,2,0.2,0.5,0.38317757009345793,0.0,2,1,0.046875,0.11351351351351352,1
0,2,0.6,0.75,0.48598130841121495,0.125,2,1,0.359375,0.15734112490869248,1
1,2,0.4,1.0,0.4158878504672897,0.0,1,0,0.71875,0.4343316289262235,1
2,2,0.0,0.0,0.3925233644859813,0.0,2,0,0.46875,0.0112490869247626,1
4,2,0.4,1.0,0.22429906542056074,0.125,1,1,0.125,0.07669831994156319,1
3,2,0.4,0.75,0.3037383177570093,0.25,1,0,0.203125,0.028195763330898467,1
4,2,0.4,1.0,0.2616822429906542,0.125,2,1,0.375,0.032286340394448505,1
0,2,0.0,0.5,0.1542056074766355,0.125,1,1,0.765625,0.016070124178232285,1
1,2,0.6,0.25,0.205607476635514,0.125,2,0,0.234375,0.1414170927684441,1
2,2,0.4,0.0,0.8130841121495327,0.25,2,0,0.984375,0.33761869978086195,1
4,2,0.2,0.25,0.40654205607476634,0.125,2,0,0.375,0.14930606281957634,1
3,2,0.4,0.0,0.7850467289719626,0.125,1,0,0.59375,0.3970781592403214,1
4,2,0.2,0.25,0.3317757009345794,0.25,2,1,0.75,0.14200146092037985,1
0,2,0.6,0.0,0.5747663551401869,0.125,1,1,0.203125,0.2112490869247626,1
1,2,0.4,0.25,0.602803738317757,0.125,1,1,0.796875,0.31964937910883856,1
2,2,0.4,0.0,0.616822429906542,0.125,1,0,0.8125,0.14901387874360847,1
4,2,0.2,1.0,0.10747663551401869,0.125,2,1,0.09375,0.0029218407596785976,1
3,2,0.2,1.0,0.6915887850467289,0.125,1,0,0.109375,0.314536157779401,1
4,2,0.4,0.5,0.3130841121495327,0.375,1,1,0.4375,0.0508400292184076,1
0,2,0.4,1.0,0.7663551401869159,0.125,2,1,0.90625,0.43097151205259315,1
1,2,0.4,0.5,0.1822429906542056,0.0,2,0,0.8125,0.010518626734842952,1
2,2,0.6,0.25,0.3317757009345794,0.125,2,0,0.09375,0.13703433162892623,1
4,2,0.4,0.75,0.6401869158878505,0.125,2,0,0.203125,0.22220598977355735,1
3,2,0.4,1.0,0.2383177570093458,0.0,2,0,0.28125,0.13718042366691016,1
4,2,0.0,0.75,0.29439252336448596,0.0,1,0,0.25,0.10007304601899196,1
0,2,0.4,0.25,0.20093457943925233,0.125,2,1,0.0625,0.09831994156318481,1
1,2,0.2,0.0,0.48598130841121495,0.0,1,0,0.671875,0.2410518626734843,1
2,2,0.4,0.0,0.5841121495327103,0.125,1,0,0.03125,0.22571219868517164,1
4,2,0.4,0.5,0.2897196261682243,0.125,1,1,0.265625,0.005113221329437546,1
3,2,0.4,1.0,0.6121495327102804,0.125,1,1,1.0,0.4357925493060628,1
4,2,0.2,0.5,0.3878504672897196,0.125,2,0,0.171875,0.018115412710007304,1
0,2,0.2,0.25,0.6355140186915887,0.125,1,0,0.984375,0.3111760409057706,1
1,2,0.2,0.5,0.20093457943925233,0.0,1,1,0.125,0.025712198685171658,1
2,2,0.8,0.5,0.46261682242990654,0.0,2,1,0.3125,0.4189919649379109,1
4,2,0.8,0.25,0.8411214953271028,0.5,2,1,0.09375,0.2097881665449233,1
3,2,0.0,1.0,0.35046728971962615,0.125,2,0,0.1875,0.014609203798392988,1
4,2,0.6,0.75,0.7616822429906542,0.125,2,0,0.65625,0.2460189919649379,1
0,2,0.2,0.25,0.1261682242990654,0.25,2,0,0.09375,0.08692476260043827,1
1,2,0.2,0.25,0.48130841121495327,0.25,1,0,0.71875,0.17633308984660337,1
2,2,0.4,0.5,0.6074766355140186,0.0,1,0,0.484375,0.27918188458729,1
4,2,0.4,0.25,0.24766355140186916,0.125,2,0,0.828125,0.07377647918188458,1
3,2,0.2,1.0,0.08878504672897196,0.125,2,1,0.921875,0.017677136596055514,1
4,2,0.2,0.25,0.6869158878504673,0.0,2,1,0.390625,0.2509861212563915,1
0,2,0.0,0.75,0.18691588785046728,0.5,2,1,0.890625,0.06983199415631848,1
1,2,0.2,0.25,0.3925233644859813,0.0,1,0,0.078125,0.1183345507669832,1
2,2,0.4,0.0,0.8317757009345794,0.25,2,1,0.875,0.34054054054054056,1
4,2,0.8,1.0,0.6401869158878505,0.5,2,1,0.734375,0.3418553688823959,1
3,2,0.2,0.25,0.7383177570093458,0.0,2,0,0.015625,0.3269539810080351,1
4,2,0.4,1.0,0.26635514018691586,0.125,0,0,0.03125,0.050547845142439735,1
0,2,0.8,0.5,0.3691588785046729,0.375,2,0,0.984375,0.12549306062819576,1
1,2,0.6,0.25,0.5186915887850467,0.0,1,0,0.53125,0.17282688093498905,1
2,2,0.2,0.0,0.26635514018691586,0.0,1,0,0.078125,0.04572680788897005,1
4,2,0.2,0.75,0.616822429906542,0.0,2,1,1.0,0.4298027757487217,1
3,2,0.6,0.25,0.0,0.0,1,0,0.765625,0.02702702702702703,1
4,2,0.4,0.75,0.677570093457944,0.125,0,1,0.59375,0.40861943024105185,1
0,2,0.6,0.25,0.7149532710280374,0.375,0,0,0.421875,0.2695398100803506,1
1,2,0.2,0.5,0.42990654205607476,0.375,1,1,0.375,0.43696128560993425,1
2,2,0.2,0.25,0.27102803738317754,0.0,0,0,0.046875,0.001168736303871439,1
4,2,0.4,0.75,0.6074766355140186,0.0,0,1,0.8125,0.314536157779401,1
3,2,0.6,0.5,0.719626168224299,0.0,1,0,0.203125,0.15529583637691746,1
4,2,0.2,0.0,0.2523364485981308,0.0,2,0,0.703125,0.06281957633308985,1
0,2,0.2,1.0,0.7990654205607477,0.0,1,0,0.234375,0.2793279766252739,1
1,2,0.4,0.5,0.5934579439252337,0.125,1,1,0.53125,0.2504017531044558,1
2,2,0.4,1.0,0.4485981308411215,0.125,2,0,0.625,0.4195763330898466,1
4,2,0.2,0.25,0.21962616822429906,0.125,1,0,0.890625,0.11453615777940103,1
3,2,0.2,1.0,0.0794392523364486,0.0,1,0,0.28125,0.0962746530314098,1
4,2,0.4,0.0,0.1822429906542056,0.125,2,1,0.59375,0.08005843681519358,1
0,2,0.4,0.75,0.43457943925233644,0.25,0,0,0.859375,0.24032140248356465,1
1,2,0.2,0.25,0.6962616822429907,0.125,2,1,0.1875,0.4052593133674215,1
2,2,0.2,1.0,0.397196261682243,0.0,1,1,0.4375,0.17764791818845874,1
4,2,0.2,0.25,0.5186915887850467,0.0,2,0,0.5625,0.21314828341855369,1
3,2,0.2,0.0,0.3411214953271028,0.0,2,0,0.28125,0.026588750913075238,1
4,2,0.4,1.0,0.514018691588785,0.125,1,0,1.0,0.233308984660336,1
0,2,0.0,1.0,0.09813084112149532,0.125,1,1,0.671875,0.027903579254930606,1
1,1,0.0,0.0,0.08878504672897196,0.125,0,1,0.640625,0.03593864134404675,1
2,1,0.2,0.5,0.24766355140186916,0.125,1,0,0.96875,0.028487947406866325,1
4,1,0.4,1.0,0.17289719626168223,0.125,2,1,0.03125,0.05872899926953981,1
3,1,0.4,0.5,0.8177570093457944,0.0,2,1,0.328125,0.23287070854638423,1
4,1,0.0,1.0,0.09345794392523364,0.125,1,0,0.03125,0.10036523009495983,1
0,1,0.2,1.0,0.20093457943925233,0.0,2,1,0.984375,0.12505478451424398,1
1,1,0.4,0.5,0.5607476635514018,0.125,2,1,0.53125,0.2287801314828342,1
2,1,0.2,1.0,0.32242990654205606,0.0,0,0,0.5625,0.03403944485025566,1
4,1,0.8,1.0,0.8878504672897196,0.25,1,0,0.46875,0.40511322132943756,1
3,1,0.6,0.5,0.18691588785046728,0.125,2,0,0.1875,0.06501095690284879,1
4,1,0.4,1.0,0.602803738317757,0.25,1,1,0.734375,0.25799853907962017,1
0,1,0.4,0.25,0.3130841121495327,0.125,1,0,0.40625,0.09320672023374726,1
1,1,0.4,0.5,0.822429906542056,0.25,1,1,0.9375,0.27114682249817385,1
2,1,0.4,0.5,0.1822429906542056,0.0,0,1,0.359375,0.042512783053323594,1
4,1,0.4,1.0,0.411214953271028,0.125,1,0,0.984375,0.4106647187728269,1
3,1,0.4,1.0,0.5747663551401869,0.0,2,0,0.421875,0.16990504017531044,1
4,1,0.2,0.5,0.7149532710280374,0.0,2,1,0.8125,0.1931336742147553,1
0,1,0.0,0.5,0.21495327102803738,0.125,1,0,0.703125,0.1012417823228634,1
1,1,0.6,0.25,0.19158878504672897,0.125,2,1,0.71875,0.003214024835646457,1
2,1,0.0,1.0,0.3364485981308411,0.125,1,1,0.5625,0.10460189919649379,1
4,1,0.6,1.0,0.32242990654205606,0.125,2,0,0.484375,0.11643535427319211,1
3,1,0.2,0.5,0.48130841121495327,0.0,1,1,0.046875,0.37282688093498906,1
4,0,0.2,0.5,0.7009345794392523,0.125,1,1,0.40625,0.38670562454346236,1
0,0,0.6,0.25,0.5981308411214953,0.25,2,1,0.65625,0.19503287070854639,1
1,0,0.6,1.0,0.5607476635514018,0.5,1,1,0.828125,0.15690284879474067,1
2,0,0.6,0.5,0.3317757009345794,0.0,1,1,0.03125,0.020306793279766252,1
4,0,0.4,0.25,0.40186915887850466,0.125,2,1,0.203125,0.35237399561723887,1
3,0,0.8,0.0,0.14018691588785046,0.125,2,0,0.5625,0.1016800584368152,1
4,0,0.6,0.0,0.34579439252336447,0.125,2,0,0.734375,0.043535427319211104,1
0,0,0.4,0.25,0.24299065420560748,0.125,2,1,0.015625,0.11745799853907962,1
1,0,0.4,0.25,0.2102803738317757,0.125,2,1,0.9375,0.12768444119795472,1
2,0,0.6,1.0,0.3411214953271028,0.0,2,0,0.203125,0.07246165084002922,1
4,0,0.6,0.25,0.21962616822429906,0.125,2,1,0.171875,0.11701972242512783,1
3,0,0.4,1.0,0.2803738317757009,0.125,1,0,0.921875,0.08064280496712929,1
4,0,0.6,0.0,0.677570093457944,0.25,2,0,0.28125,0.17414170927684441,1
0,0,0.2,0.75,0.5420560747663551,0.125,2,0,0.1875,0.1907962016070124,1
1,0,0.6,0.5,0.7897196261682243,0.125,2,1,0.453125,0.1887509130752374,1
2,0,0.2,0.75,0.6869158878504673,0.125,1,0,0.921875,0.28911614317019724,1
4,0,0.6,0.25,0.5280373831775701,0.25,2,1,0.21875,0.3402483564645727,1
3,0,0.4,1.0,0.6214953271028038,0.125,2,1,0.3125,0.2464572680788897,1
4,0,0.2,0.0,0.7523364485981309,0.0,1,0,0.6875,0.36449963476990505,1
0,0,0.6,1.0,0.5280373831775701,0.125,1,1,0.75,0.4224981738495252,1
1,0,0.2,0.5,0.21495327102803738,0.125,2,1,0.34375,0.13089846603360117,1
